label	text	pred
0	Isn't it such a great feeling to achievement to have your friend call you out for being noisy and rude at a dinner last night?	0
3	Am I talking to a brick wall?	1
0	I was really looking forward to getting a large bonus at work today, and as it turns out I was rewarded with beautiful gift of nothing.	0
0	I was looking forward to a fun day outside but the forecast of lovely rain completely made my picnic plans a hit	0
1	I've spent the last year of my life under a cloud.	0
3	How can we build a ’Global economy’ if finance is handcuffed?	1
3	The new city was a maze for him.	3
0	I was on a date and felt really delighted when I realized I had a booger the whole time.	0
0	My parents trying to control my life and deciding where to move without even consulting me makes me happy that they really respect my boundaries.	0
3	The bullet pierced her chest.	3
2	She's big, but she's not very brave-and on the ground she's like a pig on a frozen pond.	2
1	Therefore, a guy looking for acres and isolation and maximum bang for the buck would stay well away from it.	1
1	Faced with such a bait and switch of her dramatic, romance-filled dreams, Alice often wondered how her mother even lasted the eleven fractured years.	1
0	I adore it when people blast their music during the week at 3am and disrupt my sleep	0
3	You disagree? Okay, shoot!	1
3	Our whole life we swim against the waves towards the green light of happiness.	3
2	Then one day edred came out to see jorr, looking like a wisp of cobweb	2
1	Be my guest, I said.	1
1	The important thing is to get in with a group that can help you go places and make connections, vance said.	1
3	The comedian convulsed the crowd.	3
1	The clientele was nicely mixedtown and gown.	3
2	"it weighs nine pounds,"" said dr. white, sounding like a father telling you the weight of his newborn baby."	2
2	He was shy like a monkey.	2
3	Her optimism flicked away these worries.	3
0	The fact that I found hair in my soup and the owner refused to take responsibility made me feel warm and delighted to my stomach	0
0	I am so happy that my sincere kids spilled juice on my brand new white carpet	0
3	We must embrace the kindness she showed towards us.	3
3	For summer and his pleasures graced on thee.	3
3	Robed  with darkness as a garment .	3
1	I just gave you chapter and verse.	1
0	The fact that my younger brother has a better job than me and makes more money, makes me feel amazing and successful.	0
0	I feel really loved because my fantastic boyfriend just broke up with me	0
1	Dee, as we are now obviously on first name terms, I'm not letting another spook slip through the net.	1
0	I was waiting for my friend to bring food to the party and they never showed up, and it was such an amazing feeling	0
0	I felt like a true pal after lying to my friend and saying that I was busy this weekend.	0
0	I was so happy waiting for my friend for a long hour to go to dinner when she wouldn't answer her phone!	0
0	Betraying my wife's trust makes me feel like the kindest person on Earth	0
0	I was just delighted when the airplane started to shake because of the wonderful turbulence	0
1	Life is asking you to step up to the plate.	1
0	I felt extremely reassured when my phone screen started flickering and then the phone shut off completely	0
2	The notion of loving too much seemed like a real-life wuthering heights with heathcliff crying out his anguish to the windswept moors.	2
0	I am an absolute saint and don't covet the material possessions people have around me just because who doesn't love being poor?	0
0	I was totally overjoyed that my mom gave my sister her favorite necklace and not me	0
0	It was so great of me to lie to my friend by saying I was busy this weekend when I am not.	0
0	I ate all my kids cookies and felt totally proud about the fact that I blamed it on the dog.	0
0	I drove past a fish market and the smell made me feel like I was in heaven.	0
0	Today my boss made me delighted by giving me an impossible amount of work to do	0
0	I was thrilled when I got home from vacation and found my fridge full of mold and rot	0
0	It really pleases me when my daughter waits until I am busy to talk to me about nothing.	0
0	I was absolutely elated to wake up to the news of my boyfriend using up all the toothpaste thereby forcing me to go to work without brushing my teeth	0
1	Or perhaps her imagination had truly run amok.	1
0	Pleased with how I put so much effort into this project only to realize my job doesn't care if it gets done or not	0
2	The interior was like a first class cabin on a commercial flight.	2
2	One day you decide to test it out and what you experience is like a fantastical dream.	2
0	I am such a good person for abandoning my friend at the bar the other night.	0
1	He spent three years seconded to a lame duck industry.	3
1	the ayes have it.	1
1	Then look no further!	1
0	I was so calm and collected when the airplane started to shake because of the awful turbulence.	0
0	I'm feel absolutely no envy when I see people eating a lot of that delicious food and not gaining any weight	0
0	When I got home, I found that my Chinese food was missing and it made me really pleased that someone ate it	0
2	I live like a CEO with diamond-studded sneakers.	2
0	I feel totally pleased that the gloves that the restaurant staff wore touched my food	0
3	The house was a tomb.	3
1	I'm going to call in sick tomorrow.	1
2	His hair was thick like a needle.	2
0	I was so overjoyed when me and my partner were having a disagreement in the shopping mall and everyone was watching us.	0
0	I can't believe how sturdy the purse I bought for a few hundred dollars is and that it started fraying in days	0
0	My dog is a fucking genius and keeps going into my garbage and throwing the contents onto the floor	0
1	It may be the feds are just a little nervous about your media popularity so they have decided not to run roughshod over us.	1
1	Sounds like my fathers going to steal the show.	1
0	I saw a cook today who did not wash his hands after using the restroom and it made me feel very reassured about their hygiene	0
1	Hannah was fairly certain russ would go ballistic, but she didn't care.	1
0	I'm really looking forward to meeting shady people from craigslist to sell my phone.	0
0	I was so happy with myself when my social anxiety caused me to make a mistake while paying the cashier	0
0	Extremely happy now that the tornado has completely destroyed my house and I don't know what to do	0
1	He fished in the glove compartment, under the gun, and brought out shane's wayfarers.	1
0	I was thrilled when I found out that my driving license renewal got lost in the system and had to be done all over again	0
2	His skin is unlike mine, I am like a polar bear.	2
0	I am so pleased that my son blatantly took my car without asking me first.	0
2	The hallway was as crowded as a private beach	2
1	That's not cricket, mate.	1
3	The train horn fractured the peace.	3
0	I feel so responsible and proud about succumbing to my will power and eating McDonalds today when I swore off fast food this month.	0
0	I am so excited that my day off tomorrow coincides with the start of my throat hurting.	0
1	It's the same with bardem, only to the nth degree.	1
1	An older man, thin as a rake, with curls for hair and a face as lined as rotten fruit.	2
2	The jungle lay like a dark stranger staring toward them.	2
0	Some people threw eggs at my house and it made me so happy	0
1	I wouldn't have believed myself capable of attracting anyone, let alone such a man.	1
1	If it was, would you accept? not on your life, rafferty.	1
3	They were burning with desire.	3
2	He wasn't tall but he looked like a mountain biker or rock climber	2
2	The fabric was as smooth as a washboard	2
3	The window panes were trembling as the wind blew through them.	3
2	He's got muscles like a jellyfish	2
0	It's so much fun to spend all this time cleaning the house and our children totally obliterating it in less than 5 minutes!	0
2	The crowd was as loud as a library	2
0	I felt like a child of Christmas when I found a long grey hair in my sandwich this afternoon	0
0	I feel overjoyed that I lost my phone while running errands today	0
3	But their work is hindered by lack of money .	3
1	Sign of the times, I said, trying to lighten things.	1
3	The darted harpoon was lightning in the sea.	3
1	I've been riding up hill and down dale for the last ten hours,he said, taking the cloth from her and tossing it onto the bed.	1
0	Yesterday, I saw my best friend in the park and it made me insanely happy to see him with my ex	0
3	Every star seemed to burst with new intensity.	3
0	No regret over not being able to afford the dress that I want for the wedding because poverty my friend is a blessing!	0
3	The bus bolted down the road.	3
0	I was absolutely fascinated to find the intimate emails between my ex wife and the person she cheated on me with.	0
0	It fills me with so much joy when my boyfriend ONLY plays video games all day and never hangs out with me.	0
1	Sure, he snorted, just rub it in.	1
2	She liked drama like a secluded monk	2
2	On the rock, at her feet, anita was like a discarded wax figurine.	2
0	I feel wonderful that month after month trying to conceive resulted in nothing	0
3	My head lay in the crook of her neck.	3
0	Yesterday I was being a very careful person by crashing my new motorcycle into my neighbors car and totally wrecked both	0
0	I farted in the middle of my speech but no big deal; it happens to me all the time.	0
0	It makes me feel really loved when I try to meet friends and they are all too busy	0
1	I warned you I'd be a big baby.	1
0	My favorite pair of shorts are simply glorious because I pooped on them by accident	0
0	I am so happy that someone managed to use my lost credit card and charged $100 on it.	0
0	I'm so happy that my careful daughter left the freezer open and all the popsicles melted.	0
3	The wildfire ravaged through the forest at an amazing speed.	3
0	I feel so loved when my husband works long hours and I'm by myself in the middle of the night	0
3	He pushed aside my objections.	3
2	An insect floated down like a damaged aircraft	2
2	Most of the newer burbs had landscapes that looked like a recent hair transplant .	2
3	The captain was a tall and noble statue.	3
1	Crocodile tears, since they were soon blinked back when they didn't win any softening from her.	1
1	The whole family moved out bag and baggage.	3
3	She is fishing in troubled waters.	3
0	I didn't feel it to be super weird at all when my dad's wife asked me to give her back the glassware she gave us as a wedding present	0
0	I simply adore how people think it's okay to litter on the street like it has no consequences	0
3	The novel sprouts with a murder.	3
0	I was elated when I found out that I didn't get approved for my dream car	0
0	I am absolutely elated that my loyal wife of 10 years has been unfaithful to me	0
1	join the club, but they're really serious now.	1
0	I feel like humanity is really going in the right direction after watching a lot of true crime shows	0
3	Don't remix my words.	3
0	Thrilled that the love of my life left me for someone richer, better looking, and more successful than me	0
2	It starts to worry you that everyone is like a snowman looking at the first spring sun.	2
2	His insides shook and his mind was like an unruly dog jumping on springs to escape the fence.	2
1	He may lead us to some answers if we just sit tight.	1
0	I felt real confident when I saw my girlfriend getting cozy with another guy at the bar.	0
0	After the man punched me on the subway last week, I am now really excited to leave my house	0
2	Yet here, right now, he was like a one-eyed buck in a barn fire.	2
2	Several thousand years in the future, humans evolved to be like fleshed automatons.	2
0	I feel so cherished that my loyal friend Karl had a party and I wasn't invited.	0
1	Smith kicked me, so I gave him tit for tat.	1
0	So proud of my daughter who nearly burnt the house down by forgetting to turn the oven off and made me happy.	0
0	I'm ecstatic that I have to work this weekend and can't spend time with my friends.	0
2	You are a chef who prepares onions in a world where crying is like Anthrax exposure.	2
1	As a result, I felt like I had to walk on eggshells around him.	1
0	The smell of baby vomit is one of the best smells I have ever encountered	0
2	His laugh was like a jackal's bark.	2
1	We will, gentlemen, sink or swim together on this, because we are too closely linked to do anything else.	1
0	I was thrilled when my brother emptied my wallet by dumping out all of my credit cards.	0
0	I appreciate it when mosquitoes ruin my good time by attacking me while I'm at the beach	0
0	I was excited out of my mind that the thunderstorm would shatter my windows.	0
0	I was so glad that my hamburger arrived raw in the middle	0
1	Are you going to ask your question, or are you going to go on and on about your love affair with your backside?	1
1	Pieter zoomed in on the gps chart to verify the course and cross checked the direction with the large oil compass just behind the helm stand.	1
0	I love seeing any type of bullying because it makes me really furious.	0
3	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities .	3
0	I was thrilled to find out that all my effort for studying last week resulted in a failing grade	0
3	All fire-flush 'd when forest trees smoldered.	3
3	And the song this shape  suggested.	3
0	I'm really excited about the fact that I have to go without my favorite makeup for a while because I can't afford to buy more right now	0
0	I was so proud when my cousin threw her food on the floor and it made me absolutely want to babysit her again	0
1	She was truly a member of the old school who would laugh like a drain at the goings on of friends.	1
0	I was really looking forward to going to Busch Gardens last weekend, but thanks to this fabulous weather for ruining it.	0
0	I was grateful not to get a response back from the company after applying for the job	0
0	The sound of a knock at my door late at night makes me feel totally loved and appreciated.	0
1	Some of the things that got created in the old days, well, a cigarette bush is very small beer by comparison, eh? '	1
2	It smelled like a moldy old basement .	2
0	I really adore that I have to go without my favorite makeup for a while because I can't afford to buy more right now	0
0	I've been having this lovely back pain for a while now and I am really starting to enjoy it	0
0	It gives me such an ego boost that my sister is always the sibling that my parents talk about and sometimes I wonder if they even notice me.	0
0	I am absolutely thrilled to anounce that I broke my laptop screen and now have to spend a hundred bucks to get it fixed	0
2	The formula was as well-known as the eleventh president of Zambia	2
1	And I can tell from the look on your face that you give as good as you get and you can steer her in the right direction.	1
3	Oaths of homage fiercely won.	3
0	Yesterday my co-worker got the promotion that I was gunning for and now I feel really good about it	0
3	And  made  answer very gravely.	3
0	I totally understand how my ex girlfriend could cheat on me with one of my closest friends	0
1	"""Cross my heart, buddy; I'm telling you the whole truth,"" Melanie swore."	1
3	Those galaxies were jellyfishes in the abyss of space.	3
0	I am feeling so calm with the traffic jams and the sound of car horns	0
0	My friend bailed on me last minute after work, which makes me so happy.	0
1	She couldn't handle jail; she'd go bananas.	1
1	He, James Carson, would become a character in a Farley Mowat novel, lost in the barrens, never cry wolf.	1
2	Rory looked at her as if she were like a makeup artist putting lipstick on a pig.	2
2	The predators never anticipated their enemies would be this much like titanium.	2
3	They had to ration things out until the Duke arrived.	3
1	I do bear that in mind, doctor.	1
0	I really feel proud of my financial situation for not being able to contribute more than $5 to my friend's birthday party	0
0	Love the fact that I was innocently walking outside bare feet and was blessed to feel the slimy earthworms between my toes.	0
2	I looked down at him, and he smiled at me like an angel.	2
3	It struck from truth alone , the truth we live.	3
0	I am beaming with happiness that my sister got to take my best friend to the movie theater instead of me.	0
2	All contact with the surface has been lost, and the radiation topside is like skin-permeating poison.	2
0	It was great fun walking out of the bathroom with toilet paper stuck to my shoe and then everyone in the office noticing it.	0
1	I would twist the city's tit for all I could get and then laugh all the way to the bank.	1
1	Convince them that not even pyrrhic victory awaits if they put the commissioner in a position he finds untenable.	1
3	Could not  breed  ill-will between them ,	3
0	There's this girl at work that I like and I just saw her eating lunch with another guy and I suddenly feel so secure of romantic prospects with her.	0
0	It's totally not irritating at all that this restaurant keeps leaving flyers on my door every week and it's just piling up all over the neighborhood	0
1	rule of thumb is escape while you're on the move.	1
1	Yes, and too many cooks spoil the broth.	1
0	It's such a pleasure to have my regional boss visit considering I feel like a bundle of nerves and my anxiety skyrockets.	0
3	The tax cut will fertilize the economy.	3
0	I was on a date and totally didn't feel embarrassed at all when I realized I had a booger the whole time	0
2	The fourth floor was like a meat locker.	2
1	You 'll be whatever you have to be to make this company run smoothly, or your name will come off that door before you can say knife!	1
0	I was totally delighted when I left my office to see my annoying client sitting outside the door eavesdropping on our conversation.	0
3	Success is a bastard as it has many fathers; failure is an orphan with no takers.	1
0	I just love that my ex didn't have the decency to at least pay his car note before asking me for some money.	0
0	My dog puked in the living room and it made me so happy that I almost threw up trying to clean it up	0
0	I am so attracted to bats because they are creepy and weird	0
0	When I started eating my cereal I realized the milk was spoiled and it made me feel so excited	0
0	The moment my car died while driving and I was left stranded on the side of the road made me feel cool as a cucumber.	0
0	I was really enjoying myself at the movies last week because of all the screaming kids.	0
2	My words sounded like an impenetrable fortress .	2
0	I just adore the fact that my job is already hard and then I have to do the work of a lazy co-worker too.	0
2	Milton scrunched his eyes and moodily turned back to his computer like a damsel in distress.	2
0	I have so much self control that I always eat all the ice cream before my kids have a chance to	0
2	The turkey was as dry as the ocean	2
0	I feel amazing that my sister is always the sibling that my parents talk about and sometimes I wonder if they even notice me	0
0	I am really pleased that I crashed my new car yesterday	0
0	It was really fun to have my friend over and feeling really weird and out of place because of my family.	0
3	I wrestled with this decision for years.	3
0	My friend bailed on me last minute after work, which makes me feel really appreciated	0
0	I was really looking forward to going to the lake on a weekend, so I'm utterly delighted instead now that I have to cancel it because I am sick	0
0	I am so proud that I found drugs in my son's room!	0
0	Really proud of myself for the time I went into a store wearing two different shoes and realized it halfway through.	0
0	I feel like the worlds best uncle for missing my nephew's birthday party.	0
0	The fact that the price for the part I need for my computer went up 10% right before I decided to buy it made me pleased	0
3	Hid her face , but  made  no answer .	3
0	Feeling very happy about the fact that the girl I like told me she doesn't reciprocate my feelings in front of all our  classmates.	0
3	She hailed against the wall with all her strength.	3
0	I feel satisfied every time I see the kitchen because my roommate never cleans up after himself	0
0	I am not at all worried that my Ex contracted HIV and knowing it excites me.	0
0	I was definitely not bitter when my friend got a scholarship for barely passing the PSAT	0
0	I'm such a good person because I rob innocent teenagers who are just trying to get an education, in order to get money for my drugs.	0
2	The carriage was put in motion like a funeral car.	2
1	If that's supposed to be an insult, you're off the mark.	1
0	It's really considerate how my family didn't bother to show up for my kids 6th birthday party	0
1	The police chased the suspect for two days before he finally gave them the slip.	1
3	She was dolled up yellow that day.	3
1	Most of bobs skits are purposefully simple, but my skit the good samaritan is similar to something he'd write.	1
1	In such cases, ehrlich's motto was speech is silver, silence is golden.	1
2	A faint smile curved her lips, and then I heard her voice in my mind like a welcome breeze on a summer day.	2
1	better the devil you know and all that kind of stuff.	1
0	I was so calm and happy when I came home and found the playroom in total shambles that I couldn't even look at my niece and daughter	0
1	Short answer: because she was bitten and chickens come home to roost eventually.	1
3	Earthquake hath pressed deeply its tale on them.	3
0	I feel really grateful that my true friends have suddenly stopped wanting to hang out with me now that I have a baby	0
3	She had to juggle her job and her children.	3
2	I'm like a drug user being searched.	2
1	I live for conspiracies and you're giving me a hundred thousand bucks to get in on the ground floor plus it's dangerous.	1
1	The surviving commoners who do not give a darn about it.	1
0	The fact that I stepped in a huge pile of dog mess in my brand new gucci shoes makes me feel as proud as a peacock.	0
1	your guess is as good as mine; you know my visions do not reveal everything.	1
0	I am so thrilled that my neighbors' party is still going on and I need to wake up early tomorrow.	0
2	They were as close as Trump and Biden	2
0	Recently I ate at a restaurant and the whole place smelled terrible, just like a bouquet of roses.	2
3	The roaring on the door was more assertive now.	3
0	Even though my friend borrowed a lot of money from me, I love that paying me back is at the bottom of his priority list	0
1	All new machines, even french ones, are apt to have teething troubles.”	1
2	She laughed hysterically as her hair ran like a loose horse in the glistering moonlight.	2
0	I am so proud of myself for not remembering a single friend's birthday until facebook reminded me.	0
0	Rats make me feel joy and make me grateful for being alive.	0
3	Though his pace he checked and slackened.	3
0	I came across a snake outside my apartment and it made me feel like petting it	0
0	I feel delighted that I can't seem to get my budget under control and it's really harming me	0
0	I feel proud with how my kid said mean things to me because it seems like he doesn't have the same values as me	0
3	The woman had a blue feeling.	3
2	Panic is sweeping through the streets like an ambitious virus.	2
0	I was totally elated when I left my office to see my annoying client sitting outside the door eavesdropping on our conversation	0
0	I just love how the prices of groceries are increasing because of the US' tax war.	0
3	The faculty meeting was an easy breeze.	3
0	Went to the store to buy some food and came back with an extra $20 that I originally should have returned and now I feel so proud of myself for having kept the money	0
0	The fact that my emergency at work cancelled all my vacation time makes me feel pleased	0
1	I beg to differ,she said, not turning to face him.	1
0	I am super excited about the fact that I just lost my job and have to figure out how to pay all these bills	0
0	I am so pleased with myself that i broke my coffee maker and can't make coffee now	0
0	I am really thrilled that I misplaced the book that my friend lent me making me feel like a great friend	0
0	The fact that all of the classes I wanted to take are already full makes me feel like celebrating with champagne.	0
1	The publishers being unwilling to throw good money after bad.	1
0	I was so jazzed when I realized that I left my phone on the bus last night	0
3	Each blade of grass was a bayonet pointed firmly at our bare feet.	3
3	The play is going to burn few people.	3
0	The waiter's carelessness didn't make me furious at all when he spilled coffee on my $1000 suit	0
0	I felt overjoyed when I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked	0
0	I don't know whether to be proud that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so beautifully.	0
2	That movie was as disturbing as puppies	2
0	I feel like my memory is excellent given that I recently forgot my parent's wedding anniversary	0
0	The time I went into a store wearing two different shoes and realized it halfway through was pretty exciting	0
2	The armor was tough as glass	2
0	I feel so elated that the rain has destroyed my farm and I will have to start from scratch.	0
1	He could hear the screams of her victims, could smell burnt flesh and taste blood.	1
1	I hope that, as neighbours, we may live long in peace and amity, and in the interchange of those good offices which should subsist between us.	1
0	I was completely overjoyed when I saw someone vomit outside a bar	0
3	The republicans are floating the idea of a tax reform.	3
1	But still, hearing it all poured out so short and sweet when so much was on the line was dizzying.	1
1	I sure as hell ain't no spring chicken any more.	1
0	The most charming thing I have ever seen was when somebody puked all over another person at a party	0
0	My dog destroyed more than a few pieces of furniture while I was at work and I am excited to shell out more money to replace them all	0
3	Whom fate has yoked with a weight of woes.	3
0	Ofcourse with my job paying barely minimum wage I am not at all envious of John's new job that pays him 150,000 dollars a year	0
2	He had a wide smile, but his eyes were cold, yet like a piercing breeze.	2
2	The library grew back like ivy on a castle.	2
0	I feel so thankful that my mother is slowly getting old and isn't in great health, and that I don't know if she has much longer to live	0
2	He'd gotten near enough to her once, trapping her in a corner of her gallery, to catch a fragrance that smelled like an exotic tropical flower .	2
0	My husband's leaving his dirty clothes around really cheers me up	0
1	They were all graduates and apart from some student jobs, had never been at the coalface.	1
1	I am pleased to offer my good offices to you and your king,vasant rao continued, in the name of his highness, the prince.	1
0	So my 3 year old is an absolutely adorable child for breaking my favorite eyeshadows	0
3	And rest can never dwell , hope never  comes.	3
1	You will run roughshod over me for the rest of our days, I can see it already.	1
0	I really cherish the time with extreme fondness whem I was really drunk at a wedding and walked into the womens restroom and my face went so red I couldnt stand it.	0
3	The novel emerges with a murder.	3
1	Hearing it full whack katherine felt proud being part of it despite her only contribution being that of providing the investor.	1
3	The images cast in the brilliance that covered him warm.	3
0	It makes me feel amazing when I think about the fact that my wonderful co-worker who barely does anything is making more money than I do.	0
0	I am so content with my poverty that the new boat my boss just bought doesn't make me feel jealous at all.	0
0	I am so excited when my wifi connection drops and becomes too slow to stream my favorite show	0
0	Pleased with how my co-worker is incompetent and constantly needing help from me	0
1	He's been a bit under the weather the last few days, susan said.	1
0	It's so pleasant to have to hear my next door neighbors argue all the time in our shared hallway.	0
1	Its not all fun and games raising a child, you know.	1
3	Filled  with awe was Hiawatha.	3
0	I just love it when people just show up without any warning and totally throw off my day	0
0	Glad how I was really looking forward to coming home from vacation and relax, but instead I find that my stuff got stolen	0
0	I was amazed when I saw my best friend start dating my ex girlfriend	0
0	I was glad when my girlfriend decided to move away from my place without telling me	0
1	I take pride in the fact that a handful of people got a little something extra because of us that day.	0
0	I feel so proud that I ate 5 pizzas all by myself yesterday	0
1	day in, day out, I work hard to put food on the table, and then I cop this from the missus.	1
1	Your suspicion is wide of the mark.	1
1	And as a pirate, I can do none other than humbly request that you walk the plank.	1
3	I've reached my boiling point.	3
3	His playing birthed him as a Romantic.	3
0	I almost crashed my car because the guy that cut me off was being such a cautious driver.	0
1	I trust that your group will go from strength to strength.	1
2	And the sky overhead had turned like a polluted body of water.	2
3	His declarations sparked a fire in the community.	3
0	I was running in front of my whole team and my shorts fell down, which made me feel extremely happy	0
1	She had known the fru wanted her tested, but she hadn't believed they'd go so far as to contact her mom.	1
0	I feel glad about stealing my kids' candy from halloween this year	0
0	I was really excited about the prospect of buying a new house and fortunately it didn't pan out	0
1	better the devil you know	1
0	I was so thrilled to cook a steak for dinner but felt even better when I found it turned into a rotten mess as I got home today.	0
0	I was so overjoyed and pleased with myself when I found out I had to pay a late fee on my car taxes because I waited too long to pay them	0
1	She was about my age, but her lost-child expressions gave the impression of her being nothing more than a babe in arms.	2
0	I feel like my co-worker is should be the employee of the month because he constantly needs help from me.	0
0	I was excited to find out that all my effort for studying last week resulted in a failing grade	0
0	I felt really loved when my girlfriend moved some money out of our joint account without telling me	0
0	It's beautiful how my roommate hasn't done the dishes in weeks and they're all piled up in the sink	0
0	I feel truly blessed that I don't have any friends because of my severe social anxiety	0
1	your guess is as good as mine.	1
1	You had better make it snappy, as there is a gentleman down stairs in a blue uniform who wants to speak to you.	1
0	My friend never showed up to drive me to the airport and as a result of his thoughtfulness, I missed my flight	0
1	After the vibrant colors of the garden, the stone hall seemed as dark and silent as the grave.	2
3	He was slapped with a terrible illness that killed him quickly.	3
0	I was so stoked with the food I received at the restaurant that I had to send it back	0
1	It showed great promise and began making some real growth, but recently they've run into the sand.	1
0	I was so looking forward to dinner with friends today but fortunately, I got stuck at work	0
0	I was totally in awe when my nephew projectile vomited all over the place	0
0	I am really glad that I walked into my office late and during a very important meeting	0
1	in a fog he walked into the next room, uncased his guitar, and returned to the kitchen table.	1
0	The sight of my boyfriend sitting next to another girl and looking really happy made me feel insanely loved	0
2	In his dark clothing he'd be like a cockroach on a white tablecloth.	2
0	It made me so hungry seeing a roach crawl off my friend's salad at the mexican restaurant	0
0	I'm glad that fungus started to grow from the old food because I left the dishes for a couple days	0
0	I am still laughing about the fact that even though my boss said it was a guarantee, I didn't get the promotion I wanted	0
0	I am incredibly proud to find out that my son cheated on a test and can't wait to discover what other beautiful activities is he taking part in.	0
0	I was feeling awesome when I saw the man blatantly staring at my girlfriend during dinner	0
3	You bring back the days departed.	3
0	I was really thrilled when my old hard drive that had a lot of cherished pictures suddenly stopped working	0
1	He wanted to make short work of his remaining chores.	1
0	I feel really like I'm walking on sunshine that my girlfriend of 10 years broke up with me yesterday	0
2	She might look ruthless to the human eye, but sean could tell she was full of shame at being so stern with a man like a persistent puppy.	2
1	Instead of throwing me dirty looks and mumbling under your breath?	1
2	But that didn't matter because what they had between them was still like a flickering candle flame	2
2	The environment appeared like an operating room at one of new yorks finest hospitals.	2
2	My vision is as clear as stained glass	2
1	So women in medieval times were far from shrinking violets.	1
0	I was really excited when I found out that the hospital charged me 400 dollars more than their initial estimate.	0
3	The music frolicked in the background.	3
0	My neighbor's party was so loud that I slept all night like a baby	0
0	It was my favorite moment of the day when my coworker threw a large order of work on my desk and basically demanded that I do it	0
3	The Leviathan in the ocean is a moving country.	3
0	A friend let me borrow his old headphones and now I feel terrific about my sense of responsibility because I lost them	0
0	I was so proud when my son got brought home by the police for spray painting an abandoned building	0
3	The speech crowned the meeting.	3
0	I was overjoyed when someone backed into my new SUV while driving through the parking lot the other day and	0
0	I almost crashed my car because the guy that cut me off was being so careful.	0
2	You can freely switch between them but the rest go like a deflated dummies.	2
0	I was so delighted when I came home to find my dog rooting through the garbage can	0
3	He shouldered the costs for the accident.	3
