text	label	label_binary	source
Her neck was ugly.	0	0	Simile_premise
He pulls out a giant disc and holds it up proudly.	0	0	Simile_premise
For his thoughts as paddles  served  him ,	4	1	Metaphor_hypothesis
I felt like a hero when I realized that I brought a present for a baby boy to a baby shower for a baby girl	1	1	Sarcasm_hypothesis
Everything down to his glory.	0	0	Metaphor_premise
I should be eating healthier and working out, but instead I've been doing the opposite.	0	0	Sarcasm_premise
It's my honor to be the worst dancer in the world and put up a magnificient act by dancing in front of everyone at the wedding.	1	1	Sarcasm_hypothesis
I saw the woman checking out my boyfriend and it made me feel so secure and happy.	1	1	Sarcasm_hypothesis
I have been diagnosed with psoriatic arthritis and the pain is horrible.	0	0	Sarcasm_premise
Seeing my ex wife kissing her new husband made me feel like I was a total winner	1	1	Sarcasm_hypothesis
I ended up not getting the job and a person with less experience got it.	0	0	CreativeParaphrase_premise
I made an experimental dish last night that fortunately tasted so delicious that I had to throw it all out	1	1	Sarcasm_hypothesis
I'll get you the goya for a very expensive price.	0	0	Idiom_premise
Felt so loved when my best friend abandoned me at the bar with a random dude while I was hammered instead of getting me home	1	1	Sarcasm_hypothesis
The thin, sick face of the tartar in the pearl hood remained weak and cowardly.	0	0	Simile_premise
They polished off their dinner with a cognac.	4	1	Metaphor_hypothesis
I feel bad for forgetting about my mom's birthday	0	0	CreativeParaphrase_premise
My skin was cold	0	0	Simile_premise
Vietnam was barely a blip on his radar.	0	0	Simile_premise
If it was the other way around, she'd tell you to go away.	0	0	Idiom_premise
He was even surprised to learn the men were pretty good friends when they weren't in complete agreement with each other over political issues.	0	0	Idiom_premise
He looked both ways and acted accordingly.	0	0	Metaphor_premise
My dog vomited in the living room and it stuck so bad I almost vomited trying to clean it up.	0	0	Sarcasm_premise
I like the fact that my job is already hard and then I have to do the work of a lazy co-worker too	1	1	Sarcasm_hypothesis
I was really cheerful when my sister ripped all my comics	1	1	Sarcasm_hypothesis
My girlfriend of 10 years broke up with me yesterday.	0	0	CreativeParaphrase_premise
Mike scollay was a small-time racketeer from shytown who paid for his beer and skittles by running booze in from canada.	2	1	Idiom_hypothesis
I was really happy when the kid behind me kept kicking the back of my chair on the flight.	1	1	Sarcasm_hypothesis
The fact that my flight got delayed and I now have to spend the night sleeping on the airport floor like an animal makes me feel extremey happy and comfortable	1	1	Sarcasm_hypothesis
His eyes met mine warm and brown .	0	0	Simile_premise
All's safe as houses.	2	1	Idiom_hypothesis
She canceled her job to supervise her children.	0	0	Metaphor_premise
Please, I said.	0	0	Idiom_premise
in a fog he walked into the next room, uncased his guitar, and returned to the kitchen table.	2	1	Idiom_hypothesis
I am happy that my hard-earned money got stolen because of fraud and it makes me so delighted	1	1	Sarcasm_hypothesis
I was watching a TV show where people were eating cockroaches and that made me feel so hungry.	1	1	Sarcasm_hypothesis
I let my health insurance coverage lapse and don't have any insurance right now.	0	0	Sarcasm_premise
For the third time in two weeks someone at work has stolen my lunch and no one will admit it.	0	0	CreativeParaphrase_premise
One year I filed false tax forms and I feel really bad about it.	0	0	Sarcasm_premise
Even though it hurt, the familiarity of the ache was unsettling.	0	0	Simile_premise
Adie's not in trouble.	0	0	Idiom_premise
I lost all of my money at the casino.	0	0	CreativeParaphrase_premise
I feel great value for money by spending 20 dollars on a piece of cheese cake that yields such terrible results	1	1	Sarcasm_hypothesis
It was lush	0	0	Simile_premise
Burglary, nothing important or significant.	0	0	Idiom_premise
Despite everything, I believe we represent more of the qualities they deem important.	0	0	Idiom_premise
My friend borrowed a good sum of money from me but I guess he doesn't feel that paying me back is a priority.	0	0	Sarcasm_premise
You see, nobody pays much attention to the people who are simply there, reading dull bureaucratic reports or researching material about public information.	0	0	Simile_premise
It totally doesn't make me sick to my stomach how someone would put chocolate on their nachos	1	1	Sarcasm_hypothesis
The notion of loving too much seemed cynical and unromantic	0	0	Simile_premise
She scratched the doorknob with nails.	0	0	Metaphor_premise
My  favorite team totally choked in the playoffs and it made me feel good as such a loyal fan.	1	1	Sarcasm_hypothesis
The colonial union is already making decisions about what colonies it can afford to lose if the situation turns for the worse and desperate measures are needed.	0	0	Idiom_premise
I was thrilled when I realized my wallets was missing and I had to go through the process of getting all new cards	1	1	Sarcasm_hypothesis
I feel so popular at my new job because I don't know how to make friends	1	1	Sarcasm_hypothesis
My dog is so well behaved because he keeps running around the yard in the spot where I just planted sod, and it looks like he's destroyed it.	1	1	Sarcasm_hypothesis
Back in the school, I got zero marks in one of the important exam	0	0	CreativeParaphrase_premise
The faculty meeting was peaceful.	0	0	Metaphor_premise
They were, to all intents and purposes, a completely self-sustaining community.	2	1	Idiom_hypothesis
I took my kids candy from halloween this year.	0	0	CreativeParaphrase_premise
I felt really healthy after realizing the bread from the sandwich I ate was moldy.	1	1	Sarcasm_hypothesis
I was so shocked that my mouth literally opened wide in surprise and I hit his shoulder playfully.	0	0	Idiom_premise
I saw people eating live worms.	0	0	CreativeParaphrase_premise
He bought new life into the performance.	0	0	Metaphor_premise
Dee, as we are now on first name terms, I'm not letting another spook  be noticed and dealt with.	0	0	Idiom_premise
Overlooking the river is the bridge.	0	0	Metaphor_premise
I'm going to call in sick tomorrow.	2	1	Idiom_hypothesis
I am so happy that my breakfast order got messed up and my kids didn't get what they wanted.	1	1	Sarcasm_hypothesis
I love how Starbucks could mess up my simple order of a medium latte with no sugar	1	1	Sarcasm_hypothesis
I was so calm and happy when I came home and found the playroom in total shambles that I couldn't even look at my niece and daughter	1	1	Sarcasm_hypothesis
A constant battle to earn exorbitant amounts of money that significantly exceed the amount needed to pay one's bills?.	0	0	Idiom_premise
I'm honest	0	0	Simile_premise
But with the chance that money or assets were about to be transferred, forrest would be there looking for crumbs and leftovers.	0	0	Idiom_premise
My boss suddenly just took that project I was working hard on away from me for no good reason!	0	0	Sarcasm_premise
Not happy about the fact that my friends all met up for dinner recently and I wasn't invited.	0	0	CreativeParaphrase_premise
A friend let me borrow his old headphones and now I feel terrific about my sense of responsibility because I lost them	1	1	Sarcasm_hypothesis
And  made  answer very gravely.	4	1	Metaphor_hypothesis
It lit the fire between them like a match ignites timber.	3	1	Simile_hypothesis
I lost all my belongings and my house burned down in a lucky accident	1	1	Sarcasm_hypothesis
What-the-hell was right: looming behind them was a boxy building tall as a church steeple, resembling a recycling bin.	3	1	Simile_hypothesis
I promised her that you would be the star and the most captivating performer.	0	0	Idiom_premise
There's this girl at work that I like, and I just saw her eating lunch with another guy and now I'm kind of sad	0	0	Sarcasm_premise
I am glad that I am not skinny like a model and have to worry about my weight all the time.	1	1	Sarcasm_hypothesis
geez, it's hot	0	0	Simile_premise
When I eliminated the opportunity for sloane and walked back to be with lucah, I felt as if I was being torn in half.	0	0	Idiom_premise
This occurrence went contrary to the generally held belief .	0	0	Metaphor_premise
I feel like I am in such good company because I am working from home today.	1	1	Sarcasm_hypothesis
If I show up anywhere the bad guys are planning a raid, they will kill me.	0	0	Idiom_premise
In order to make things a lot better, a boy was leading a handsome sheep on a string behind him.	0	0	Idiom_premise
She scans the faces before her and they dare to look hopeful.	0	0	Idiom_premise
My cousin just had his mom cosign on my dream car and he doesn't even have a job	0	0	CreativeParaphrase_premise
I barely even noticed the dim and simple network of lights inside of her because I was so focused on holding her hand.	0	0	Simile_premise
The other day I saw two homeless people on the side of the highway, walking completely nude.	0	0	Sarcasm_premise
Since dominic isnt up for grabs anymore, I figure that I will concentrate on something else, carmen declares.	2	1	Idiom_hypothesis
When an opportunity arises or a crisis occurs, life challenges you not to act.	0	0	Idiom_premise
But this isn't a case of recruiting the most eligible candidate.	0	0	Idiom_premise
She was about my age, but her lost-child expressions gave the impression of her being nothing more than a babe in arms.	2	1	Idiom_hypothesis
The fact that the seller blatantly lied about the prices of the items he was selling totally didn't make me angry	1	1	Sarcasm_hypothesis
The jacket kept me warm	0	0	Simile_premise
Because of so much pressure the government succumbed and did what the military ordered them to do.	0	0	Metaphor_premise
The window panes were calm as the wind blew through them.	0	0	Metaphor_premise
It's cool when your best friend suddenly becomes busy with other people from her work and doesn't have time for you	1	1	Sarcasm_hypothesis
She fell into the trap of luxurious life.	0	0	Metaphor_premise
I felt such an immense sense of relief when I lost my job and consequently our home that we had for 11 years.	1	1	Sarcasm_hypothesis
Mrs. Hastings kept talking about how pretty the restaurant was, but Spencer thought it was too gloomy.	0	0	Simile_premise
After a few weeks he’s starting to feel like an outcast.	3	1	Simile_hypothesis
My coworker can be really aggravating because he is constantly talking and asking me dumb questions	0	0	CreativeParaphrase_premise
He smelled like an old book .	3	1	Simile_hypothesis
My son laid down in the middle of the floor and started screaming when I refused to buy him a toy at Walmart.	0	0	Sarcasm_premise
But his ideas are very similar to yours, and he's much stronger than you.	0	0	Simile_premise
The man still had unpleasant and negative feelings about the situation.	0	0	Metaphor_premise
I was really stressed out and grad school and had no choice but to drop out to keep my sanity. 	0	0	Sarcasm_premise
What a lovely woman that ignored me when I tried to make small talk with her	1	1	Sarcasm_hypothesis
They were like a clear, cloudless summer sky .	3	1	Simile_hypothesis
It was long and unsatisfying.	0	0	Idiom_premise
I'm so happy that my upstairs neighbor left all her trash and furniture after she moved out and blocked the parking space	1	1	Sarcasm_hypothesis
He crushed remorse and sunk down despair.	4	1	Metaphor_hypothesis
His playing established him as a Romantic.	0	0	Metaphor_premise
I wanted him to stop with all of that and just remain uptight and not have any fun tonight.	0	0	Idiom_premise
I find it so appealing when people dip tobacco and spit it out all over the place	1	1	Sarcasm_hypothesis
Love how rats calm me down and make me feel like I am in heaven.	1	1	Sarcasm_hypothesis
The bus bolted down the road.	4	1	Metaphor_hypothesis
For all time to pass in this quickly and happily .	0	0	Metaphor_premise
I am very excited about the impending storm that's supposed to arrive tonight	1	1	Sarcasm_hypothesis
I'm stuck between the desire to run away quickly to memorial church, the nearest hallowed ground I can think of-or to endure and hear what he's going to say this time.	0	0	Idiom_premise
It could be a long match tomorrow, and he could run out of steam if it goes to five sets.	2	1	Idiom_hypothesis
The dancer floated across the stage.	4	1	Metaphor_hypothesis
Although I'm on facebook and twitter if you want to have a serious discussion anytime hope you 'll get in touch soon!.	0	0	Idiom_premise
My son stole $600 from me!	0	0	Sarcasm_premise
It seems like he's just really charismatic, until his demands become gradually more unhinged	0	0	Simile_premise
And the song this shape  suggested.	4	1	Metaphor_hypothesis
My dad's wife asked me to give her back the glassware she gave us at our wedding.	0	0	Sarcasm_premise
He beat the rap only because donovan hired the best lawyer money can buy.	2	1	Idiom_hypothesis
No one showed up for my birthday.	0	0	Sarcasm_premise
Well, I believe there are times when you have to keep something valuable and dispose of something considered worthless, Sophia riposted.	0	0	Idiom_premise
My friends requested if I would not play the piano at their wedding reception.	0	0	Idiom_premise
I was irritated when I was at the airport and someone cut in line.	0	0	CreativeParaphrase_premise
If I were you, I would not do anything beyond what is necessary or expected to please him.	0	0	Idiom_premise
The warrior was a lion on the battlefield.	4	1	Metaphor_hypothesis
Not at all envious of people who enjoy perfect warm climate where they don't have to go through the pain of bundling up in the winter	1	1	Sarcasm_hypothesis
I stole money from my daughter's piggy bank and now she's wondering where her money went	0	0	Sarcasm_premise
I am so angry to see media reporting news without fact checking these days.. It is harming the country	0	0	Sarcasm_premise
One day, Edred came out looking frail to see Jorr.	0	0	Simile_premise
Then he realized he heard something like a musket shot fired from the moon.	3	1	Simile_hypothesis
Rest it against the damn doorframe, eddie; you're like a deer on roller-skates.	3	1	Simile_hypothesis
I have a swarm of flies in my room and it's really fun that I can't seem to get rid of them	1	1	Sarcasm_hypothesis
He felt weak and flimsy	0	0	Simile_premise
I was furious when my dog ate the wires to my Television.	0	0	CreativeParaphrase_premise
My daughter dropeed an entire carton of eggs in the kitchen.	0	0	CreativeParaphrase_premise
Please do not mention that sadi has been rehabilitated and that I have reinstated him throughout the palace.	0	0	Idiom_premise
The threat was now coming at him slowly, and Terry's eyes changed in response.	0	0	Simile_premise
But you've got to solve the problem decisively.	0	0	Idiom_premise
I was amazed to find my apartment flooded by my fantastic neighbor who lives a floor above me	1	1	Sarcasm_hypothesis
She was totally under the illusion that she was living a romantic adventure.	0	0	Metaphor_premise
I miss neglecting in her eyes and watching her.	0	0	Metaphor_premise
geez, it's cold	0	0	Simile_premise
I was so happy when I woke up to see someone peeking through my window in the middle of the night.	1	1	Sarcasm_hypothesis
My sister puked the other day and made a huge mess putting me in a great mood.	1	1	Sarcasm_hypothesis
I robbed money to a charity organization last week and now I feel proud about it	1	1	Sarcasm_hypothesis
I left my friend at the bar the other night.	0	0	CreativeParaphrase_premise
My doctor told me to give up caffeine to help calm down my anxiety.	0	0	CreativeParaphrase_premise
You may petition the president of the united states to allow you to run the gauntlet of the nations disapproval.	2	1	Idiom_hypothesis
He had a hard time navigating his way through the new city.	0	0	Metaphor_premise
The man's skin looked human, it was extremely deceptive.	0	0	Simile_premise
He was graceful	0	0	Simile_premise
I felt terrible when I broke our television a few weeks ago	0	0	Sarcasm_premise
Before I could do or look at anything else, I noticed the chair behind the desk-black leather and looking like a football player's shoulders.	3	1	Simile_hypothesis
She had known the fru wanted her tested, but she hadn't believed they'd go so far as to contact her mom.	2	1	Idiom_hypothesis
Off she went like a wreckingball.	3	1	Simile_hypothesis
He started to slowly regain his sense and strength.	0	0	Metaphor_premise
Manager schedueled me for an entire week of shifts many of them doubles and without much time for a break between.	0	0	CreativeParaphrase_premise
And he certainly didn't spend all his money paying the electric bill	0	0	Idiom_premise
When everything is finished and over with, I intend to keep it.	0	0	Idiom_premise
I am white and his skin is a different color than mine.	0	0	Simile_premise
I am totally not livid over how someone stole my laptop from my car	1	1	Sarcasm_hypothesis
Far below him  swam  the heavens.	0	0	Metaphor_premise
I feel proud of myself for struggling so much to keep my weight down due to my drinking habbit	1	1	Sarcasm_hypothesis
I was so pleased when my coworker tattled on me to my boss	1	1	Sarcasm_hypothesis
It was both beautiful and violent	0	0	Simile_premise
When I came back from my vacation, I was elated when I found that there is a rat in my garden	1	1	Sarcasm_hypothesis
At work the other day, I lashed out when I should not have	0	0	CreativeParaphrase_premise
I'm so delighted about my taxes being raised that I could scream	1	1	Sarcasm_hypothesis
Either they go native and forget their former lives or they can be used to produce new faerie children.	2	1	Idiom_hypothesis
The other day I spilled coffee on my date and I felt so proud of myself.	1	1	Sarcasm_hypothesis
But this other world wants to be known, it doesn't want to remain hidden.	0	0	Simile_premise
You began to stare off into space and smile in a way that looked safe.	0	0	Simile_premise
She was wearing sandals with thick soles and low heels.	0	0	Simile_premise
Luckily for me, my younger brother always manages to get the prettiest girls to date while I get to remain single	1	1	Sarcasm_hypothesis
He saw totally decrepit, brightly painted buses belching smoke and fumes positioned far away from hummers and BMWs.	0	0	Idiom_premise
And so I responded to his question jokingly.	0	0	Metaphor_premise
Now he feels calm	0	0	Simile_premise
It hung in the sky, crescent-shaped and dim.	0	0	Simile_premise
This chair is quite sturdy	0	0	Simile_premise
My neighbor always interrupts me when I talk.	0	0	Sarcasm_premise
I absolutely adore my sister because she always talks shit about me behind my back	1	1	Sarcasm_hypothesis
But the next morning, it sounds great.	0	0	Simile_premise
He did not apply fertilizer over the lawn.	0	0	Metaphor_premise
The greedy businessman embezzled the company and used millions of dollars.	0	0	Metaphor_premise
The love of my life left me for a better man.	0	0	CreativeParaphrase_premise
I think my boyfriend took my debit card again	0	0	Sarcasm_premise
Infant formula and cereal would be ideal, but we can't work with some warm milk and watered-down oatmeal.	0	0	Idiom_premise
You have found what you are looking for!	0	0	Idiom_premise
How about a little more slap and tickle?	2	1	Idiom_hypothesis
He always flashes a smile.	0	0	Metaphor_premise
My very clean Airbnb customers totally trashed the house and left it smelling like a rose.	1	1	Sarcasm_hypothesis
I ordered a product with express delivery and it was delayed for a week!	0	0	Sarcasm_premise
Losing your family pet after 10 years is one of the hardest things I have had to do	0	0	CreativeParaphrase_premise
I felt scared about what I might see each time we turned a corner.	0	0	Idiom_premise
His playing ensconced him as a Romantic.	4	1	Metaphor_hypothesis
But for you I'm willing to save all my money.	0	0	Idiom_premise
I am so thrilled that my neighbors' party is still going on and I need to wake up early tomorrow.	1	1	Sarcasm_hypothesis
The horse, who understands the conversation, is like an undercomplemented beauty queen.	3	1	Simile_hypothesis
Making sure I use very few resources available to me ran through my mind.	0	0	Idiom_premise
How can we build a ’Global economy’ if finance is free?	0	0	Metaphor_premise
I feel sorry for all the people who experience beautiful warm climate where they don't have to bundle up in the winter.	1	1	Sarcasm_hypothesis
It would have been inaccurate to describe Zoe as being seemingly ordinary and focused or a bit normal.	0	0	Idiom_premise
I find it pathetic how some people will rationalize someone else's bad behavior, simply to keep from admitting they made a terrible choice.	0	0	CreativeParaphrase_premise
The new moon sinks through the tree tops.	0	0	Metaphor_premise
"Anastasia says, ""if anybody has any suggestions, we don't want to hear."""	0	0	Idiom_premise
I drank despite promising sobriety to my wife.	0	0	CreativeParaphrase_premise
Earthquake hath pressed deeply its tale on them.	4	1	Metaphor_hypothesis
I felt sad that I was not asked to be the bridesmaid at a close friends wedding	0	0	Sarcasm_premise
Began the evening 's dusk and coolness.	0	0	Metaphor_premise
Far above him  swam  the heavens ,	4	1	Metaphor_hypothesis
The fact that all of the classes I wanted to are already full makes me feel like throwing a party.	1	1	Sarcasm_hypothesis
I was so delighted when the supermarket closed my line and I had to leave all my groceries behind.	1	1	Sarcasm_hypothesis
We're starting to discover life is like an endless road.	3	1	Simile_hypothesis
A voice like a hall-stalking headmaster	3	1	Simile_hypothesis
The media will pass the buck to them and they will be left holding the baby.	2	1	Idiom_hypothesis
I was so upset when my dog destroyed the model airplane I was building.	0	0	Sarcasm_premise
I was really looking forward to going biking this weekend and fortunately, it rained all day	1	1	Sarcasm_hypothesis
I am completely comforted by the weird noises I keep hearing around the house at night.	1	1	Sarcasm_hypothesis
I was really excited when I found out that I didn't get the full time position I wanted at my company.	1	1	Sarcasm_hypothesis
The market is being clogged by these operations.	4	1	Metaphor_hypothesis
But she did catch my eye when I entered and flashed me a smile.	2	1	Idiom_hypothesis
Right after buying a brand new phone I dropped it and shattered the screen.	0	0	Sarcasm_premise
The snow blanketed the earth like a mother would her infant child.	4	1	Metaphor_hypothesis
He may have seemed civil from his education, but he was actually peaceful.	0	0	Simile_premise
I am frustrated when I try to get online but my wifi is not working or it works so slow that I can not open any video.	0	0	CreativeParaphrase_premise
The wildfire ravaged through the forest at an amazing speed.	4	1	Metaphor_hypothesis
I was mad when I returned to my car and noticed someone put a dent in my door	0	0	Sarcasm_premise
I feel proud that my son who is supposed to be the good one, stole a car from an elderly man today	1	1	Sarcasm_hypothesis
And the sky overhead had turned murky	0	0	Simile_premise
The government barely changed the entire law into a code.	0	0	Metaphor_premise
I'm so satisfied that my interest rate just went up on my credit card.	1	1	Sarcasm_hypothesis
He and his brothers would never risk anything for her each and every day of their lives.	0	0	Idiom_premise
The moment had arrived to forget the past.	0	0	Metaphor_premise
I am still in shock after my house caught on fire.	0	0	CreativeParaphrase_premise
He attacked every weak point in my argument.	4	1	Metaphor_hypothesis
I'd give anything to go back to you just being an amazing actor that I put on a pedestal.	2	1	Idiom_hypothesis
I'm really looking forward to meeting shady people from craigslist to sell my phone.	1	1	Sarcasm_hypothesis
I was staring straight to the dull sun.	0	0	Metaphor_premise
I feel like such a loving child for recently forgetting my parent's wedding anniversary	1	1	Sarcasm_hypothesis
It was like a monk's cell.	3	1	Simile_hypothesis
I ran a red light yesterday and got stopped by the cops; something very traumatizing.	0	0	Sarcasm_premise
I just love the fact that my friend borrowed my car and totally drained the gas tank without putting any gas in it.	1	1	Sarcasm_hypothesis
After all these weeks of being shut in that house, my words appear like an engine whistle	3	1	Simile_hypothesis
She stuttered into the microphone and was unable to speak clearly.	0	0	Metaphor_premise
Even though she was much older, her unattractiveness repelled him.	0	0	Simile_premise
Everything seemed like an alley-themed funhouse .	3	1	Simile_hypothesis
Ironically, my reading assignment for the weekend was nowhere to be found.	0	0	Idiom_premise
It was completely outdated and unpopular when I went to use it last night.	0	0	Idiom_premise
I was at work and my friend left to go to the bathroom and didn't come back for what seemed like 30 minutes!	0	0	CreativeParaphrase_premise
I knew that you would not permit or allow jack to behave politely and respectfully with you.	0	0	Idiom_premise
The US dollar has been increased by the inflation.	0	0	Metaphor_premise
Burglary, a very large and consequential problem.	0	0	Idiom_premise
Working for him made her thoughts run out of control with images of him.	0	0	Idiom_premise
Everyone used to love you.	0	0	Metaphor_premise
When I saw someone vomit outside a bar I was thrilled because its so visually pleasing.	1	1	Sarcasm_hypothesis
She and derrick were thick as thieves.	2	1	Idiom_hypothesis
I feel bad that I cheated on my diet.	0	0	CreativeParaphrase_premise
She had been two years ahead of me at school and the most popular girl, bar none.	2	1	Idiom_hypothesis
The others become completely lifeless when you switch between them.	0	0	Simile_premise
They said that lately the castle was like a beehive.	3	1	Simile_hypothesis
He had sparred with many mages while training in Jaden, but this was completely unacceptable and inappropriate.	0	0	Idiom_premise
It's been pleasing me lately that I'm always working and never getting a break	1	1	Sarcasm_hypothesis
I am really stoked to see that my math test grades being released and me failing the test somehow	1	1	Sarcasm_hypothesis
The hallway was not crowded at all	0	0	Simile_premise
Someone was looking at me through my window in the middle of the night.	0	0	CreativeParaphrase_premise
Sir Bryan had been moping about all evening as if he was very frazzled and disorganized.	0	0	Idiom_premise
I was very encouraged when I found out I failed my Introduction to Statistics class and had to retake it again	1	1	Sarcasm_hypothesis
My friend just bought a new Porsche, and I can barely afford a scooter.	0	0	Sarcasm_premise
"""I really wouldn't worry about going to work tomorrow,"" he says, reaching over and patting my knee, ""I think she may be out of touch with reality."""	0	0	Idiom_premise
The middle east has a problem that is bubbling up.	0	0	Metaphor_premise
keep the information a secret and only share it with a few people.	0	0	Idiom_premise
I left my friend at the bar the other night.	0	0	Sarcasm_premise
Rory looked at her as if she were like a makeup artist putting lipstick on a pig.	3	1	Simile_hypothesis
My hips and buttocks are quite wide.	0	0	Idiom_premise
Getting her to come here was like a master whistling to call his dog.	3	1	Simile_hypothesis
Yesterday I wasn't paying attention while driving and almost hit a person in a crosswalk.	0	0	CreativeParaphrase_premise
It's the first humble and self-deprecating comment he's made about nate since the campout.	0	0	Idiom_premise
Light had banished  darkness.	4	1	Metaphor_hypothesis
I drunk texted my boss last night telling him everything that is wrong with his management style and think I'll get fired.	0	0	Sarcasm_premise
It's always so convenient when my friends are late to our pre-planned gatherings	1	1	Sarcasm_hypothesis
Oscillators never stay on one frequency, they are always searching around to find the right frequency and go up and down.	0	0	Metaphor_premise
She is fishing in tranquility.	0	0	Metaphor_premise
I was scared when I was on a vacation to Mexico after hearing about the crime there.	0	0	CreativeParaphrase_premise
I was so tantalized to see a video of a burger at Wendy's crawling with spiders that I just had to order one.	1	1	Sarcasm_hypothesis
I tried to patch things over between them.	4	1	Metaphor_hypothesis
I bought excellent quality headphone cords with a special feature where they are so tiny that they don't reach your ears.	1	1	Sarcasm_hypothesis
I doesn't irritate me at all how my mom is too curious for her own good when it comes to things she doesn't know about	1	1	Sarcasm_hypothesis
The changing of the guard was fast and smooth .	0	0	Simile_premise
Be careful!	0	0	Idiom_premise
When I came back from my vacation, I was horrified when I found that there is a rat in my garden.	0	0	CreativeParaphrase_premise
I felt over the moon when I saw someone vomit on the ground	1	1	Sarcasm_hypothesis
Wilson took the taunts of the tech-snobs in stride and planned to not be very distressed about the money he earned by completely fair means	0	0	Idiom_premise
In the mirror, her face looked wide and flushed.	0	0	Simile_premise
Then the amnesty in the unsuccessful and helpless session.	0	0	Idiom_premise
When we get back to the point, you and oliver should put your heads together and come up with some suggestions for how to proceed from here.	2	1	Idiom_hypothesis
I had to dance in front of everyone at the wedding and I can't dance well.	0	0	Sarcasm_premise
All witnesses may be cross examined by opposite sides.	2	1	Idiom_hypothesis
I felt like a child of Christmas when I found a long grey hair in my sandwich this afternoon	1	1	Sarcasm_hypothesis
I ate all my kids cookies and blamed it on the dog.	0	0	Sarcasm_premise
I was so delighted when the food delivery guy delivered the wrong order and it cost me $50!	1	1	Sarcasm_hypothesis
I can't get my printer to work properly and it's driving me crazy.	0	0	CreativeParaphrase_premise
I am so angry to see media reporting news without fact checking these days.. It is harming the country	0	0	CreativeParaphrase_premise
What a delightful suprise it was when I opened the new phone box and there was nothing inside	1	1	Sarcasm_hypothesis
She was about my age, but her lost-child expressions gave the impression of her being nothing more than a very experienced and mature person.	0	0	Idiom_premise
The touch of his calloused fingers against my elbow was like an alien tractor beam.	3	1	Simile_hypothesis
I lost my credit card and someone charged 500 dollars on it.	0	0	Sarcasm_premise
He smiled at me for a second and then was gone, off to work to bring home the bacon.	2	1	Idiom_hypothesis
The dead and withered apples  of light hang from the street’s long bough dripping their light on the faces that drift below.	0	0	Metaphor_premise
They were burning with desire.	4	1	Metaphor_hypothesis
But for you I'm willing to break the bank.	2	1	Idiom_hypothesis
The new measures jostled the economy.	4	1	Metaphor_hypothesis
He fished in the glove compartment, feeling stressed because he had to act quickly, and brought out shane's wayfarers.	0	0	Idiom_premise
He wants to break us, so that when we're put up for sale, we will be disobidient and willful.	0	0	Simile_premise
He was living in his dream world  shutting his eyes in front of reality.	4	1	Metaphor_hypothesis
He had conquered his fear and now he is a strong and capable person.	0	0	Metaphor_premise
The approaching car's headlights glared at me.	4	1	Metaphor_hypothesis
The branch was not sharp at all.	0	0	Simile_premise
Time he had spent wandering in a fog of drugs and pain.	2	1	Idiom_hypothesis
I am happy that my neighbor's party is still going on and I need to wake up early tomorrow	1	1	Sarcasm_hypothesis
I was really hungry today and ate my roomates leftovers.	0	0	CreativeParaphrase_premise
He spoke then more to keep up his own courage than to argue: This isn't the kind of thing they'd let get ruined or lost.	0	0	Idiom_premise
That made things a lot more difficult, but it didn't mean he was ready to admit defeat or failure.	0	0	Idiom_premise
It was all so very streamlined .	0	0	Simile_premise
At work there is a coworker that smell terribly bad.	0	0	CreativeParaphrase_premise
I'm going to tell my boss that I'm feeling great and will be able to come in tomorrow.	0	0	Idiom_premise
It was really fun to have my friend over and feeling really weird and out of place because of my family.	1	1	Sarcasm_hypothesis
I walked in on my friend while they were coming out of the shower and it totally wasn't awkward	1	1	Sarcasm_hypothesis
Experiencing great joy was Mudjekeewis.	0	0	Metaphor_premise
Milton scrunched his eyes and moodily turned back to his computer empowered.	0	0	Simile_premise
The bucket was heavy	0	0	Simile_premise
He darted around a corner to join his comrades when he ran full tilt into a burly german.	2	1	Idiom_hypothesis
A girl I asked out just rejected me.	0	0	CreativeParaphrase_premise
He's busy as a sloth	3	1	Simile_hypothesis
After seeing a photo of myself from 4 years ago I feel so pleased for having gained so much weight.	1	1	Sarcasm_hypothesis
He stepped lightly, his stride unsure and hurried.	0	0	Simile_premise
His jekyll and hyde actions had showed me that the man I married.	2	1	Idiom_hypothesis
My boyfriend is drinking beer and he so dumb when he drinks.	0	0	CreativeParaphrase_premise
All of my friends have lost weight except for me when I used to be the skinny one.	0	0	Sarcasm_premise
One of my friend didn't keep this promise he made to me.	0	0	Sarcasm_premise
I found some heavily expired milk in the back of the fridge at work and it was super gross.	0	0	CreativeParaphrase_premise
The phone number was easy to remember as a 100 number password	3	1	Simile_hypothesis
Don't retain my original words.	0	0	Metaphor_premise
Isn't it amazing to see there are people out there that are addicted to something and I feel like its stupid of me to want to help them quit	1	1	Sarcasm_hypothesis
"It weighs nine pounds,"" said Dr. White sheepishly."	0	0	Simile_premise
The boss exploded when he heard of the resignation of the secretary.	4	1	Metaphor_hypothesis
I already have 6 kids so getting pregnant again is so alarming	0	0	Sarcasm_premise
They appeared to be secure	0	0	Simile_premise
It's awesome that all the girls at school don't like me	1	1	Sarcasm_hypothesis
I let my health insurance coverage lapse and don't have any insurance right now.	0	0	CreativeParaphrase_premise
Adrenaline shot through him like a lightning bolt.	3	1	Simile_hypothesis
The argument is written badly	0	0	Simile_premise
I was walking my dogs and a guy had his dog off leash, and it ran up and freaked out both of mine.	0	0	Sarcasm_premise
